Report ID,Report Channel,Customer Name,State Key,Ticket Open Time,Ticket Resp Time,Issue Res Time,Fault Type,Operator,Ticket Close Time,Ticket Status,Business Status,Response_time_diff,Resolution_time_diff,Hour_of_day,resolution_hour,Resolution_class,total_response_seconds,response_time_status,within_or_outside_6_9pm
AXA-20201216-4803-WiFi3,CH04,Dan,NGS011,2020-12-16 13:09:02.440,2020-12-16 13:17:49.440,2020-12-16 13:34:24.440,Customers End,Goodluck,2020-12-16 18:46:43.440000,Completed,Closed,0 days 00:08:47,0 days 00:16:35,13,0.2763888888888889,Excellent,527.0,Bad,outside 6-9pm
AXA-20201202-4804-HSE,CH02,Ajayi,NGS004,2020-12-02 14:54:48.306,2020-12-02 14:59:24.306,2020-12-02 15:17:07.306,Support network failures,Sekina,2020-12-02 20:58:31.306000,Completed,Closed,0 days 00:04:36,0 days 00:17:43,14,0.29527777777777775,Excellent,276.0,Bad,outside 6-9pm
AXA-20201218-4805-WiFi11,CH02,PrinceLine,NGS013,2020-12-18 13:48:26.994,2020-12-18 13:58:33.994,2020-12-18 19:09:09.994,Line damage,Vitus,2020-12-19 00:54:37.994000,Completed,Closed,0 days 00:10:07,0 days 05:10:36,13,5.176666666666667,Critical,607.0,Bad,outside 6-9pm
AXA-20201226-4806-HSE,CH02,BetLife,NGS016,2020-12-26 09:59:12.437,2020-12-26 10:00:51.437,2020-12-26 13:29:17.437,Customers End,Brenda,2020-12-26 18:18:45.437000,Completed,Closed,0 days 00:01:39,0 days 03:28:26,9,3.473888888888889,Critical,99.0,Bad,outside 6-9pm
AXA-20201211-4807-WiFi11,CH06,Allied,NGS005,2020-12-11 11:00:20.647,2020-12-11 11:10:02.647,2020-12-11 11:47:38.647,Customers End,Habeeb,2020-12-11 16:18:13.647000,Completed,Closed,0 days 00:09:42,0 days 00:37:36,11,0.6266666666666667,Good,582.0,Bad,outside 6-9pm
AXA-20201217-4808-C95,CH04,PlusTea,NGS034,2020-12-17 11:04:41.668,2020-12-17 11:05:48.668,2020-12-17 11:29:51.668,Line damage,Tunde, ,Active,Open,0 days 00:01:07,0 days 00:24:03,11,0.4008333333333333,Excellent,67.0,Bad,outside 6-9pm
AXA-20201211-4809-CBS,CH05,Nabett,NGS004,2020-12-11 09:09:53.249,2020-12-11 09:18:25.249,2020-12-11 13:35:46.249,Customers End,Habeeb,2020-12-11 19:27:02.249000,Completed,Closed,0 days 00:08:32,0 days 04:17:21,9,4.2891666666666675,Critical,512.0,Bad,outside 6-9pm
AXA-20201212-4810-MCON,CH01,MIEC,NGS014,2020-12-12 08:38:51.192,2020-12-12 08:49:14.192,2020-12-12 12:10:26.192,,Habeeb,2020-12-12 15:46:59.192000,Completed,Closed,0 days 00:10:23,0 days 03:21:12,8,3.3533333333333335,Critical,623.0,Bad,outside 6-9pm
AXA-20201210-4811-VOICE,CH01,BetSan,NGS018,2020-12-10 14:03:33.777,2020-12-10 14:06:03.777,2020-12-10 14:09:33.777,Customers End,Atiku,2020-12-10 19:27:27.777000,Completed,Closed,0 days 00:02:30,0 days 00:03:30,14,0.058333333333333334,Excellent,150.0,Bad,outside 6-9pm
AXA-20201205-4812-WiFi10,CH03,CCD,NGS004,2020-12-05 14:38:04.550,2020-12-05 14:44:12.550,2020-12-05 20:14:18.550,Customers End,Jennifer,2020-12-06 00:49:34.550000,Completed,Closed,0 days 00:06:08,0 days 05:30:06,14,5.501666666666667,Critical,368.0,Bad,outside 6-9pm
AXA-20201224-4813-WiFi10,CH02,ShopLite,NGS001,2020-12-24 13:42:57.267,2020-12-24 13:50:19.267,2020-12-24 16:09:05.267,Customers End,Sola,2020-12-24 19:30:43.267000,Completed,Closed,0 days 00:07:22,0 days 02:18:46,13,2.312777777777778,Fair,442.0,Bad,outside 6-9pm
AXA-20201226-4814-WiFi10,CH03,Cassava,NGS012,2020-12-26 13:56:01.688,2020-12-26 14:06:10.688,2020-12-26 19:49:46.688,Customers End,Ore,2020-12-26 23:02:29.688000,Completed,Closed,0 days 00:10:09,0 days 05:43:36,13,5.726666666666667,Critical,609.0,Bad,outside 6-9pm
AXA-20201219-4815-MAC,CH06,NTAS,NGS029,2020-12-19 10:16:15.687,2020-12-19 10:25:29.687,2020-12-19 10:27:13.687,,Paul, ,Active,Open,0 days 00:09:14,0 days 00:01:44,10,0.028888888888888888,Excellent,554.0,Bad,outside 6-9pm
AXA-20201217-4816-VOICE,CH02,Denna,NGS024,2020-12-17 14:44:12.475,2020-12-17 14:54:41.475,2020-12-17 15:28:13.475,Routine Service,Paul,2020-12-17 19:46:43.475000,Completed,Closed,0 days 00:10:29,0 days 00:33:32,14,0.558888888888889,Good,629.0,Bad,outside 6-9pm
AXA-20201220-4817-C100,CH04,Berger,NGS029,2020-12-20 14:56:50.064,2020-12-20 15:07:18.064,2020-12-20 18:11:39.064,Customers End,Bola,2020-12-20 22:36:56.064000,Completed,Closed,0 days 00:10:28,0 days 03:04:21,14,3.0725,Critical,628.0,Bad,outside 6-9pm
AXA-20201207-4818-WiFi7,CH01,Dan,NGS011,2020-12-07 13:51:09.050,2020-12-07 13:52:50.050,2020-12-07 15:32:10.050,Line damage,Goodluck,2020-12-07 20:55:27.050000,Completed,Closed,0 days 00:01:41,0 days 01:39:20,13,1.6555555555555554,Fair,101.0,Bad,outside 6-9pm
AXA-20201212-4819-WiFi7,CH06,Cassava,NGS016,2020-12-12 11:36:17.474,2020-12-12 11:36:51.474,2020-12-12 16:47:18.474,Customers End,Sheg,2020-12-12 22:03:41.474000,Completed,Closed,0 days 00:00:34,0 days 05:10:27,11,5.174166666666666,Critical,34.0,Bad,outside 6-9pm
AXA-20201205-4820-WiFi11,CH06,Microchips,NGS011,2020-12-05 12:08:23.544,2020-12-05 12:08:33.544,2020-12-05 16:32:09.544,Customers End,Fola,2020-12-05 20:51:43.544000,Completed,Closed,0 days 00:00:10,0 days 04:23:36,12,4.3933333333333335,Critical,10.0,Good,outside 6-9pm
AXA-20201208-4821-WiFi5,CH01,ROCAD,NGS001,2020-12-08 09:08:40.233,2020-12-08 09:18:49.233,2020-12-08 13:49:11.233,Customers End,Amelia,2020-12-08 17:35:49.233000,Completed,Closed,0 days 00:10:09,0 days 04:30:22,9,4.506111111111111,Critical,609.0,Bad,outside 6-9pm
AXA-20201216-4822-WiFi7,CH04,BetBoss,NGS015,2020-12-16 14:48:07.051,2020-12-16 14:54:21.051,2020-12-16 18:08:28.051,,Atiku,2020-12-16 23:51:14.051000,Completed,Closed,0 days 00:06:14,0 days 03:14:07,14,3.2352777777777777,Critical,374.0,Bad,outside 6-9pm
AXA-20201218-4823-WiFi7,CH04,Genesis,NGS002,2020-12-18 08:19:48.069,2020-12-18 08:22:14.069,2020-12-18 10:57:56.069,Routine Service,Jonathan,2020-12-18 14:50:45.069000,Completed,Closed,0 days 00:02:26,0 days 02:35:42,8,2.595,Fair,146.0,Bad,outside 6-9pm
AXA-20201228-4824-WiFi9,CH06,Transnational,NGS012,2020-12-28 08:17:04.021,2020-12-28 08:19:18.021,2020-12-28 10:26:24.021,Customers End,Kola,2020-12-28 15:39:01.021000,Completed,Closed,0 days 00:02:14,0 days 02:07:06,8,2.1183333333333336,Fair,134.0,Bad,outside 6-9pm
AXA-20201214-4825-WiFi5,CH04,Jumlaa,NGS027,2020-12-14 09:24:21.416,2020-12-14 09:33:09.416,2020-12-14 15:02:43.416,,Sekina,2020-12-14 20:18:14.416000,Completed,Closed,0 days 00:08:48,0 days 05:29:34,9,5.4927777777777775,Critical,528.0,Bad,outside 6-9pm
AXA-20201215-4826-MAC,CH01,BetSan,NGS005,2020-12-15 12:48:10.227,2020-12-15 12:58:29.227,2020-12-15 16:23:57.227,Line damage,Bola,2020-12-15 21:18:52.227000,Completed,Closed,0 days 00:10:19,0 days 03:25:28,12,3.4244444444444446,Critical,619.0,Bad,outside 6-9pm
AXA-20201224-4827-WiFi6,CH01,ValueNaija,NGS032,2020-12-24 09:32:48.637,2020-12-24 09:42:30.637,2020-12-24 15:24:08.637,hardware failure,Sheg,2020-12-24 18:41:33.637000,Completed,Closed,0 days 00:09:42,0 days 05:41:38,9,5.693888888888889,Critical,582.0,Bad,outside 6-9pm
AXA-20201212-4828-WiFi6,CH01,ACCNI,NGS003,2020-12-12 09:58:13.769,2020-12-12 10:07:57.769,2020-12-12 13:21:41.769,,Myers,2020-12-12 17:36:53.769000,Completed,Closed,0 days 00:09:44,0 days 03:13:44,9,3.2288888888888887,Critical,584.0,Bad,outside 6-9pm
AXA-20201217-4829-CBS,CH02,Jiji,NGS003,2020-12-17 08:45:42.859,2020-12-17 08:49:47.859,2020-12-17 12:25:31.859,Customers End,Myers,2020-12-17 16:06:45.859000,Completed,Closed,0 days 00:04:05,0 days 03:35:44,8,3.5955555555555554,Critical,245.00000000000003,Bad,outside 6-9pm
AXA-20201226-4830-MCON,CH05,Kabo,NGS005,2020-12-26 13:05:19.543,2020-12-26 13:10:49.543,2020-12-26 15:50:53.543,Line damage,Kingsley,2020-12-26 20:36:42.543000,Completed,Closed,0 days 00:05:30,0 days 02:40:04,13,2.667777777777778,Fair,330.0,Bad,outside 6-9pm
AXA-20201204-4831-WiFi7,CH06,Berger,NGS029,2020-12-04 08:25:05.491,2020-12-04 08:27:45.491,2020-12-04 10:13:01.491,hardware failure,Popoola,2020-12-04 14:03:20.491000,Completed,Closed,0 days 00:02:40,0 days 01:45:16,8,1.7544444444444445,Fair,160.0,Bad,outside 6-9pm
AXA-20201223-4832-C100,CH03,Gmicord,NGS003,2020-12-23 13:35:01.480,2020-12-23 13:37:20.480,2020-12-23 16:09:58.480,,Goodluck,2020-12-23 21:30:23.480000,Completed,Closed,0 days 00:02:19,0 days 02:32:38,13,2.543888888888889,Fair,139.0,Bad,outside 6-9pm
AXA-20201215-4833-WiFi9,CH01,Best Land,NGS008,2020-12-15 08:13:03.854,2020-12-15 08:17:44.854,2020-12-15 08:41:46.854,hardware failure,Bukky,2020-12-15 14:36:29.854000,Completed,Closed,0 days 00:04:41,0 days 00:24:02,8,0.40055555555555555,Excellent,281.0,Bad,outside 6-9pm
AXA-20201210-4834-C95,CH02,BetSan,NGS004,2020-12-10 11:51:38.107,2020-12-10 11:54:07.107,2020-12-10 13:58:10.107,Customers End,Myers,2020-12-10 19:36:43.107000,Completed,Closed,0 days 00:02:29,0 days 02:04:03,11,2.0675000000000003,Fair,149.0,Bad,outside 6-9pm
AXA-20201208-4835-WiFi7,CH06,Jiji,NGS001,2020-12-08 10:29:19.030,2020-12-08 10:39:53.030,2020-12-08 15:18:31.030,Customers End,Sherifat,2020-12-08 20:43:20.030000,Completed,Closed,0 days 00:10:34,0 days 04:38:38,10,4.643888888888889,Critical,634.0,Bad,outside 6-9pm
AXA-20201206-4836-WiFi6,CH02,ShopLite,NGS035,2020-12-06 09:35:04.506,2020-12-06 09:38:51.506,2020-12-06 10:14:16.506,Customers End,Sherifat,2020-12-06 15:06:56.506000,Completed,Closed,0 days 00:03:47,0 days 00:35:25,9,0.5902777777777778,Good,227.0,Bad,outside 6-9pm
AXA-20201201-4837-EVOICE,CH04,BetSan,NGS002,2020-12-01 13:45:28.697,2020-12-01 13:56:07.697,2020-12-01 15:14:51.697,Customers End,Sherifat,2020-12-01 20:09:18.697000,Completed,Closed,0 days 00:10:39,0 days 01:18:44,13,1.3122222222222222,Fair,639.0,Bad,outside 6-9pm
AXA-20201213-4838-WiFi5,CH01,Dan,NGS033,2020-12-13 08:12:19.627,2020-12-13 08:22:49.627,2020-12-13 11:40:09.627,Customers End,Brenda,2020-12-13 14:52:45.627000,Completed,Closed,0 days 00:10:30,0 days 03:17:20,8,3.2888888888888888,Critical,630.0,Bad,outside 6-9pm
AXA-20201216-4839-MAC,CH05,BetSan,NGS029,2020-12-16 10:30:47.350,2020-12-16 10:35:54.350,2020-12-16 12:04:22.350,Line damage,Bola,2020-12-16 16:42:53.350000,Completed,Closed,0 days 00:05:07,0 days 01:28:28,10,1.4744444444444444,Fair,307.0,Bad,outside 6-9pm
AXA-20201211-4840-VOICE,CH02,BetSan,NGS003,2020-12-11 15:56:03.723,2020-12-11 16:01:32.723,2020-12-11 18:03:54.723,Line damage,Kachi,2020-12-11 21:48:43.723000,Completed,Closed,0 days 00:05:29,0 days 02:02:22,15,2.039444444444445,Fair,329.0,Bad,outside 6-9pm
AXA-20201217-4841-C100,CH01,BetSan,NGS025,2020-12-17 08:02:11.736,2020-12-17 08:09:51.736,2020-12-17 10:34:05.736,Customers End,Brenda,2020-12-17 13:52:38.736000,Completed,Closed,0 days 00:07:40,0 days 02:24:14,8,2.403888888888889,Fair,460.00000000000006,Bad,outside 6-9pm
AXA-20201206-4842-WiFi9,CH03,Alumaco,NGS011,2020-12-06 13:03:52.413,2020-12-06 13:13:08.413,2020-12-06 14:37:31.413,Customers End,Kingsley, ,Terminated,Terminated,0 days 00:09:16,0 days 01:24:23,13,1.406388888888889,Fair,556.0,Bad,outside 6-9pm
AXA-20201211-4843-WLESS,CH02,ACCNI,NGS025,2020-12-11 11:43:17.827,2020-12-11 11:52:29.827,2020-12-11 14:20:14.827,Customers End,Myers,2020-12-11 19:49:57.827000,Completed,Closed,0 days 00:09:12,0 days 02:27:45,11,2.4625,Fair,552.0,Bad,outside 6-9pm
AXA-20201217-4844-HSE,CH05,Bates,NGS004,2020-12-17 15:09:59.451,2020-12-17 15:19:45.451,2020-12-17 17:33:09.451,Line damage,Tunde,2020-12-17 23:00:24.451000,Completed,Closed,0 days 00:09:46,0 days 02:13:24,15,2.2233333333333336,Fair,586.0,Bad,outside 6-9pm
AXA-20201206-4845-WiFi3,CH06,Wichtech,NGS010,2020-12-06 09:02:51.184,2020-12-06 09:11:19.184,2020-12-06 13:37:41.184,,Sherifat,2020-12-06 17:17:35.184000,Completed,Closed,0 days 00:08:28,0 days 04:26:22,9,4.439444444444445,Critical,508.00000000000006,Bad,outside 6-9pm
AXA-20201227-4846-EVOICE,CH04,FoodCo,NGS001,2020-12-27 09:38:30.681,2020-12-27 09:40:54.681,2020-12-27 11:24:40.681,Customers End,Sekina,2020-12-27 14:52:11.681000,Completed,Closed,0 days 00:02:24,0 days 01:43:46,9,1.7294444444444443,Fair,144.0,Bad,outside 6-9pm
AXA-20201212-4847-CBS,CH04,Jiji,NGS002,2020-12-12 08:01:07.808,2020-12-12 08:08:47.808,2020-12-12 12:40:34.808,Customers End,Jennifer,2020-12-12 16:11:21.808000,Completed,Closed,0 days 00:07:40,0 days 04:31:47,8,4.529722222222222,Critical,460.00000000000006,Bad,outside 6-9pm
AXA-20201217-4848-MCON,CH03,Sahad,NGS011,2020-12-17 09:29:33.076,2020-12-17 09:30:01.076,2020-12-17 12:05:26.076,Customers End,Segun,2020-12-17 15:32:22.076000,Completed,Closed,0 days 00:00:28,0 days 02:35:25,9,2.5902777777777777,Fair,28.0,Bad,outside 6-9pm
AXA-20201201-4849-VOICE,CH01,Alumaco,NGS001,2020-12-01 08:56:58.585,2020-12-01 09:05:22.585,2020-12-01 10:12:32.585,Customers End,Tunde,2020-12-01 15:27:56.585000,Completed,Closed,0 days 00:08:24,0 days 01:07:10,8,1.1194444444444445,Fair,504.00000000000006,Bad,outside 6-9pm
AXA-20201225-4850-WiFi9,CH06,Jacobs,NGS011,2020-12-25 09:07:20.877,2020-12-25 09:17:55.877,2020-12-25 12:34:04.877,,Habeeb,2020-12-25 16:00:43.877000,Completed,Closed,0 days 00:10:35,0 days 03:16:09,9,3.2691666666666666,Critical,635.0,Bad,outside 6-9pm
AXA-20201201-4851-WLESS,CH02,Shell,NGS019,2020-12-01 10:49:07.654,2020-12-01 10:56:20.654,2020-12-01 16:27:24.654,Customers End,Goodluck,2020-12-01 21:50:14.654000,Completed,Closed,0 days 00:07:13,0 days 05:31:04,10,5.517777777777778,Critical,433.0,Bad,outside 6-9pm
AXA-20201227-4852-HSE,CH03,NPS,NGS014,2020-12-27 12:25:16.654,2020-12-27 12:28:47.654,2020-12-27 18:00:51.654,Routine Service,Sekina,2020-12-27 23:32:13.654000,Completed,Closed,0 days 00:03:31,0 days 05:32:04,12,5.5344444444444445,Critical,211.0,Bad,outside 6-9pm
AXA-20201207-4853-HSE,CH04,Addide,NGS004,2020-12-07 12:02:34.647,2020-12-07 12:10:12.647,2020-12-07 15:23:53.647,Routine Service,Jennifer,2020-12-07 20:51:06.647000,Completed,Closed,0 days 00:07:38,0 days 03:13:41,12,3.2280555555555557,Critical,458.00000000000006,Bad,outside 6-9pm
AXA-20201219-4854-HSE,CH03,Transnational,NGS025,2020-12-19 11:02:47.310,2020-12-19 11:03:56.310,2020-12-19 16:23:17.310,Routine Service,Sherifat,2020-12-19 21:07:58.310000,Completed,Closed,0 days 00:01:09,0 days 05:19:21,11,5.3225,Critical,69.0,Bad,outside 6-9pm
AXA-20201228-4855-WiFi7,CH02,Sahad,NGS004,2020-12-28 13:28:39.600,2020-12-28 13:34:15.600,2020-12-28 17:13:23.600,Routine Service,Sherifat,2020-12-28 20:56:04.600000,Completed,Closed,0 days 00:05:36,0 days 03:39:08,13,3.652222222222222,Critical,336.0,Bad,outside 6-9pm
AXA-20201201-4856-WiFi11,CH06,OneTres,NGS008,2020-12-01 09:36:13.599,2020-12-01 09:42:50.599,2020-12-01 11:08:21.599,Customers End,Bola,2020-12-01 15:36:13.599000,Completed,Closed,0 days 00:06:37,0 days 01:25:31,9,1.4252777777777779,Fair,397.0,Bad,outside 6-9pm
AXA-20201212-4857-WLESS,CH05,NTAS,NGS009,2020-12-12 12:57:28.099,2020-12-12 12:59:34.099,2020-12-12 15:04:00.099,Customers End,Sherifat,2020-12-12 20:31:11.099000,Completed,Closed,0 days 00:02:06,0 days 02:04:26,12,2.0738888888888893,Fair,126.00000000000001,Bad,outside 6-9pm
AXA-20201221-4858-WiFi9,CH06,BetSan,NGS004,2020-12-21 10:26:49.135,2020-12-21 10:34:14.135,2020-12-21 11:37:34.135,Customers End,Brenda,2020-12-21 17:09:03.135000,Completed,Closed,0 days 00:07:25,0 days 01:03:20,10,1.0555555555555556,Fair,445.0,Bad,outside 6-9pm
AXA-20201216-4859-WiFi9,CH03,Jiji,NGS001,2020-12-16 14:42:12.251,2020-12-16 14:43:39.251,2020-12-16 16:01:10.251,Routine Service,Bola, ,Active,Open,0 days 00:01:27,0 days 01:17:31,14,1.2919444444444443,Fair,87.0,Bad,outside 6-9pm
AXA-20201225-4860-WiFi5,CH01,NTAS,NGS021,2020-12-25 11:00:31.784,2020-12-25 11:06:15.784,2020-12-25 15:13:45.784,Router Failure,Tunde,2020-12-25 19:35:41.784000,Completed,Closed,0 days 00:05:44,0 days 04:07:30,11,4.125000000000001,Critical,344.0,Bad,outside 6-9pm
AXA-20201208-4861-WiFi5,CH06,Computek,NGS032,2020-12-08 10:52:35.133,2020-12-08 10:57:14.133,2020-12-08 12:04:41.133,Customers End,Sekina,2020-12-08 17:58:20.133000,Completed,Closed,0 days 00:04:39,0 days 01:07:27,10,1.1241666666666668,Fair,279.0,Bad,outside 6-9pm
AXA-20201208-4862-WLESS,CH02,ShopLite,NGS004,2020-12-08 09:14:54.218,2020-12-08 09:18:11.218,2020-12-08 11:41:33.218,Customers End,John,2020-12-08 17:06:14.218000,Completed,Closed,0 days 00:03:17,0 days 02:23:22,9,2.3894444444444445,Fair,197.0,Bad,outside 6-9pm
AXA-20201224-4863-WiFi8,CH01,Denna,NGS025,2020-12-24 12:53:06.980,2020-12-24 12:57:31.980,2020-12-24 15:39:14.980,Customers End,Goodluck, ,Active,Open,0 days 00:04:25,0 days 02:41:43,12,2.6952777777777777,Fair,265.0,Bad,outside 6-9pm
AXA-20201224-4864-WLESS,CH04,Transnational,NGS033,2020-12-24 15:27:42.569,2020-12-24 15:32:22.569,2020-12-24 17:50:06.569,Traffic Spikes,John,2020-12-24 21:08:43.569000,Completed,Closed,0 days 00:04:40,0 days 02:17:44,15,2.2955555555555556,Fair,280.0,Bad,outside 6-9pm
AXA-20201227-4865-WiFi8,CH06,Transnational,NGS004,2020-12-27 14:39:52.217,2020-12-27 14:49:34.217,2020-12-27 19:16:50.217,Line damage,Jennifer,2020-12-27 23:46:29.217000,Completed,Closed,0 days 00:09:42,0 days 04:27:16,14,4.454444444444445,Critical,582.0,Bad,outside 6-9pm
AXA-20201216-4866-WiFi7,CH03,International,NGS025,2020-12-16 12:33:35.302,2020-12-16 12:44:16.302,2020-12-16 15:44:20.302,Routine Service,Atiku,2020-12-16 21:15:51.302000,Completed,Closed,0 days 00:10:41,0 days 03:00:04,12,3.0011111111111113,Critical,641.0,Bad,outside 6-9pm
AXA-20201218-4867-C95,CH02,Transnational,NGS018,2020-12-18 13:56:37.543,2020-12-18 13:57:01.543,2020-12-18 17:06:41.543,Customers End,Ore,2020-12-18 20:45:06.543000,Completed,Closed,0 days 00:00:24,0 days 03:09:40,13,3.161111111111111,Critical,24.0,Bad,outside 6-9pm
AXA-20201224-4868-WiFi10,CH01,Onehyr,NGS011,2020-12-24 11:43:35.566,2020-12-24 11:47:52.566,2020-12-24 14:29:30.566,Customers End,Kola,2020-12-24 20:16:58.566000,Completed,Closed,0 days 00:04:17,0 days 02:41:38,11,2.693888888888889,Fair,257.0,Bad,outside 6-9pm
AXA-20201227-4869-WiFi7,CH05,Gmicord,NGS012,2020-12-27 09:19:06.225,2020-12-27 09:26:45.225,2020-12-27 13:59:13.225,Customers End,Myers,2020-12-27 17:48:01.225000,Completed,Closed,0 days 00:07:39,0 days 04:32:28,9,4.541111111111111,Critical,459.00000000000006,Bad,outside 6-9pm
AXA-20201207-4870-HSE,CH06,Dana,NGS022,2020-12-07 08:53:14.168,2020-12-07 08:55:01.168,2020-12-07 13:31:12.168,Line damage,Sekina,2020-12-07 18:10:53.168000,Completed,Closed,0 days 00:01:47,0 days 04:36:11,8,4.603055555555556,Critical,107.0,Bad,outside 6-9pm
AXA-20201208-4871-VOICE,CH04,ACCNI,NGS028,2020-12-08 14:56:12.665,2020-12-08 15:03:43.665,2020-12-08 17:27:17.665,Customers End,Bola,2020-12-08 22:14:47.665000,Completed,Closed,0 days 00:07:31,0 days 02:23:34,14,2.392777777777778,Fair,451.0,Bad,outside 6-9pm
AXA-20201228-4872-MAC,CH04,Transnational,NGS011,2020-12-28 08:26:48.173,2020-12-28 08:30:35.173,2020-12-28 09:40:52.173,Customers End,Bola,2020-12-28 15:00:39.173000,Completed,Closed,0 days 00:03:47,0 days 01:10:17,8,1.1713888888888888,Fair,227.0,Bad,outside 6-9pm
AXA-20201204-4873-WiFi10,CH05,Spreadweb,NGS004,2020-12-04 12:40:08.952,2020-12-04 12:45:31.952,2020-12-04 15:26:45.952,,Paul,2020-12-04 20:54:09.952000,Completed,Closed,0 days 00:05:23,0 days 02:41:14,12,2.687222222222222,Fair,323.0,Bad,outside 6-9pm
AXA-20201210-4874-MAC,CH05,International,NGS034,2020-12-10 11:29:38.065,2020-12-10 11:34:23.065,2020-12-10 16:04:49.065,Customers End,John,2020-12-10 21:35:04.065000,Completed,Closed,0 days 00:04:45,0 days 04:30:26,11,4.5072222222222225,Critical,285.0,Bad,outside 6-9pm
AXA-20201207-4875-MAC,CH04,ShopLite,NGS033,2020-12-07 11:45:37.719,2020-12-07 11:55:46.719,2020-12-07 16:40:24.719,Customers End,Bola,2020-12-07 20:04:54.719000,Completed,Closed,0 days 00:10:09,0 days 04:44:38,11,4.743888888888889,Critical,609.0,Bad,outside 6-9pm
AXA-20201204-4876-WiFi3,CH03,Jara,NGS014,2020-12-04 12:16:50.301,2020-12-04 12:23:09.301,2020-12-04 13:39:15.301,,Habeeb,2020-12-04 19:20:40.301000,Completed,Closed,0 days 00:06:19,0 days 01:16:06,12,1.2683333333333333,Fair,379.0,Bad,outside 6-9pm
AXA-20201211-4877-WiFi6,CH03,Alumaco,NGS015,2020-12-11 13:11:18.383,2020-12-11 13:20:31.383,2020-12-11 13:48:35.383,,Sekina,2020-12-11 19:16:05.383000,Completed,Closed,0 days 00:09:13,0 days 00:28:04,13,0.4677777777777778,Excellent,553.0,Bad,outside 6-9pm
AXA-20201220-4878-CBS,CH03,PrinceLine,NGS010,2020-12-20 08:18:09.918,2020-12-20 08:18:25.918,2020-12-20 13:51:56.918,Customers End,Sherifat,2020-12-20 18:27:51.918000,Completed,Closed,0 days 00:00:16,0 days 05:33:31,8,5.558611111111111,Critical,16.0,Bad,outside 6-9pm
AXA-20201227-4879-C95,CH04,Jendor,NGS034,2020-12-27 09:47:13.708,2020-12-27 09:51:31.708,2020-12-27 15:15:59.708,Line damage,Segun,2020-12-27 18:41:35.708000,Completed,Closed,0 days 00:04:18,0 days 05:24:28,9,5.407777777777778,Critical,258.0,Bad,outside 6-9pm
AXA-20201208-4880-VOICE,CH01,International,NGS015,2020-12-08 12:48:28.391,2020-12-08 12:55:58.391,2020-12-08 18:33:00.391,Line damage,Akin,2020-12-08 23:58:51.391000,Completed,Closed,0 days 00:07:30,0 days 05:37:02,12,5.617222222222222,Critical,450.0,Bad,outside 6-9pm
AXA-20201223-4881-WLESS,CH05,Allied,NGS004,2020-12-23 14:12:56.395,2020-12-23 14:19:33.395,2020-12-23 18:47:17.395,Customers End,Sherifat,2020-12-23 22:07:33.395000,Completed,Closed,0 days 00:06:37,0 days 04:27:44,14,4.4622222222222225,Critical,397.0,Bad,outside 6-9pm
AXA-20201219-4882-HSE,CH01,Trifarms,NGS014,2020-12-19 08:23:31.179,2020-12-19 08:31:57.179,2020-12-19 10:38:12.179,Customers End,Atiku,2020-12-19 16:29:53.179000,Completed,Closed,0 days 00:08:26,0 days 02:06:15,8,2.104166666666667,Fair,506.00000000000006,Bad,outside 6-9pm
AXA-20201214-4883-WiFi9,CH05,Jiji,NGS011,2020-12-14 08:09:31.202,2020-12-14 08:11:19.202,2020-12-14 08:25:40.202,Customers End,Tunde,2020-12-14 12:54:06.202000,Completed,Closed,0 days 00:01:48,0 days 00:14:21,8,0.23916666666666667,Excellent,108.0,Bad,outside 6-9pm
AXA-20201223-4884-HSE,CH02,BetSan,NGS004,2020-12-23 12:12:10.369,2020-12-23 12:22:20.369,2020-12-23 13:40:53.369,Customers End,Atiku,2020-12-23 17:17:38.369000,Completed,Closed,0 days 00:10:10,0 days 01:18:33,12,1.3091666666666666,Fair,610.0,Bad,outside 6-9pm
AXA-20201223-4885-C100,CH02,Cassava,NGS003,2020-12-23 12:52:30.531,2020-12-23 12:55:17.531,2020-12-23 13:37:01.531,Customers End,Bola,2020-12-23 18:14:17.531000,Completed,Closed,0 days 00:02:47,0 days 00:41:44,12,0.6955555555555556,Good,167.0,Bad,outside 6-9pm
AXA-20201228-4886-MAC,CH04,BetSan,NGS037,2020-12-28 15:42:50.620,2020-12-28 15:48:16.620,2020-12-28 19:24:32.620,Customers End,Atiku,2020-12-29 00:18:06.620000,Completed,Closed,0 days 00:05:26,0 days 03:36:16,15,3.6044444444444443,Critical,326.0,Bad,outside 6-9pm
AXA-20201213-4887-WiFi10,CH04,Lemway,NGS011,2020-12-13 11:13:35.693,2020-12-13 11:18:11.693,2020-12-13 12:53:27.693,Customers End,Atiku, ,Active,Open,0 days 00:04:36,0 days 01:35:16,11,1.5877777777777777,Fair,276.0,Bad,outside 6-9pm
AXA-20201217-4888-WLESS,CH02,BetSan,NGS028,2020-12-17 14:52:05.660,2020-12-17 14:56:48.660,2020-12-17 16:27:15.660,Customers End,Jennifer,2020-12-17 20:17:56.660000,Completed,Closed,0 days 00:04:43,0 days 01:30:27,14,1.5075,Fair,283.0,Bad,outside 6-9pm
